invoicedate,TotalSales,lag_1,lag_7,lag_14,rolling_mean_7,rolling_std_7
2009-12-01 13:16:00,218.54999999999998,322.9,603.94,387.6,328.17000000000013,242.01424069670085
2009-12-01 13:19:00,307.8,218.54999999999998,291.58000000000004,281.82,330.48714285714294,241.68294690319004
2009-12-01 13:20:00,282.28,307.8,128.60000000000002,124.95,352.4414285714287,226.80955905991487
2009-12-01 13:29:00,1244.22,282.28,859.0999999999999,1225.95,407.4585714285716,371.04208361624734
2009-12-01 13:31:00,544.73,1244.22,246.86,482.3,450.01142857142867,366.6082585189349
2009-12-01 13:37:00,367.28000000000003,544.73,229.6,278.61,469.6800000000002,356.36241239315234
2009-12-01 13:38:00,319.66,367.28000000000003,322.9,377.15,469.21714285714296,356.5868632238294
2009-12-01 13:41:00,219.82,319.66,218.54999999999998,603.94,469.39857142857164,356.43836168537314
2009-12-01 13:43:00,261.0,219.82,307.8,291.58000000000004,462.71285714285733,360.39164089058727
2009-12-01 13:47:00,418.78000000000003,261.0,282.28,128.60000000000002,482.2128571428572,352.610535610906
2009-12-01 13:48:00,21.95,418.78000000000003,1244.22,859.0999999999999,307.6028571428573,165.21278508984577
2009-12-01 13:49:00,105.85,21.95,544.73,246.86,244.90571428571442,141.85085922159777
2009-12-01 13:50:00,263.42,105.85,367.28000000000003,229.6,230.06857142857157,132.00778063288487
2009-12-01 14:14:00,362.78000000000003,263.42,319.66,322.9,236.22857142857157,137.7657461573323
2009-12-01 14:19:00,727.35,362.78000000000003,219.82,218.54999999999998,308.7328571428573,230.22066267781057
2009-12-01 14:35:00,822.37,727.35,261.0,307.8,388.92857142857156,298.4779561613995
2009-12-01 14:40:00,2454.68,822.37,418.78000000000003,282.28,679.7714285714286,837.540588656824
2009-12-01 14:48:00,2.1,2454.68,21.95,1244.22,676.9357142857144,840.1685019656702
2009-12-01 14:53:00,2.95,2.1,105.85,544.73,662.2357142857144,852.6335565148948
2009-12-01 14:56:00,12.75,2.95,263.42,367.28000000000003,626.4257142857143,877.0884710764578
2009-12-01 14:59:00,198.0,12.75,362.78000000000003,319.66,602.8857142857144,887.4932605726677
2009-12-01 15:19:00,17.4,198.0,727.35,219.82,501.4642857142858,911.14979973762
2009-12-01 15:26:00,352.85,17.4,822.37,261.0,434.39000000000016,900.8122959492359
2009-12-01 15:36:00,535.9,352.85,2454.68,418.78000000000003,160.27857142857155,212.7399916508884
2009-12-01 16:05:00,31.200000000000003,535.9,2.1,21.95,164.43571428571445,209.39184502245018
2009-12-01 16:17:00,329.90999999999997,31.200000000000003,2.95,105.85,211.14428571428584,203.75718284739244
2009-12-01 16:18:00,622.1,329.90999999999997,12.75,263.42,298.19428571428585,232.9457470354537
2009-12-01 16:30:00,857.5400000000001,622.1,198.0,362.78000000000003,392.4142857142859,307.21035159735766
2009-12-01 16:34:00,261.74,857.5400000000001,17.4,727.35,427.32000000000016,269.00445876106585
2009-12-01 16:44:00,173.1,261.74,352.85,822.37,401.6414285714287,285.3788993851619
2009-12-01 17:08:00,294.14,173.1,535.9,2454.68,367.1042857142858,281.01844268405614
2009-12-01 17:19:00,222.12,294.14,31.200000000000003,2.1,394.37857142857166,250.60251996794923
2009-12-01 17:28:00,1292.5,222.12,329.90999999999997,2.95,531.8914285714287,417.71344657267076
2009-12-01 17:31:00,828.09,1292.5,622.1,12.75,561.3185714285715,432.13451819345113
2009-12-01 17:45:00,23.48,828.09,857.5400000000001,198.0,442.167142857143,451.40248200153206
2009-12-01 17:50:00,73.75,23.48,261.74,17.4,415.3114285714287,469.1683841447045
2009-12-01 18:03:00,374.43,73.75,173.1,352.85,444.0728571428573,457.8806636273365
2009-12-01 18:07:00,252.3,374.43,294.14,535.9,438.09571428571445,460.4300700018466
2009-12-01 18:13:00,263.09000000000003,252.3,222.12,31.200000000000003,443.9485714285716,457.4780132213492
2009-12-01 18:35:00,538.46,263.09000000000003,1292.5,329.90999999999997,336.2285714285716,277.90420708273996
2009-12-01 19:19:00,378.12,538.46,828.09,622.1,271.947142857143,179.94767866561563
2009-12-02 08:15:00,397.20000000000005,378.12,23.48,857.5400000000001,325.33571428571446,146.2229932736486
2009-12-02 08:16:00,114.60000000000001,397.20000000000005,73.75,261.74,331.17142857142875,134.88437226362842
2009-12-02 08:58:00,740.3,114.60000000000001,374.43,173.1,383.4385714285716,206.37937061219648
2009-12-02 09:21:00,772.65,740.3,252.3,294.14,457.77428571428584,241.92364152470083
2009-12-02 09:23:00,61.099999999999994,772.65,263.09000000000003,222.12,428.9185714285715,278.32302638173195
2009-12-02 09:35:00,261.3,61.099999999999994,538.46,1292.5,389.3242857142859,279.8526251355143
2009-12-02 09:47:00,4939.22,261.3,378.12,828.09,1040.91,1741.617199817457
2009-12-02 09:49:00,1210.8,4939.22,397.20000000000005,23.48,1157.1385714285718,1718.4934926889555
2009-12-02 09:50:00,192.0,1210.8,114.60000000000001,73.75,1168.1957142857145,1710.8998252757438
2009-12-02 09:57:00,189.29999999999998,192.0,740.3,374.43,1089.4814285714288,1746.178674443412
2009-12-02 10:00:00,795.98,189.29999999999998,772.65,252.3,1092.814285714286,1745.4952953899851
2009-12-02 10:02:00,134.59,795.98,61.099999999999994,263.09000000000003,1103.3128571428574,1738.46248314149
2009-12-02 10:08:00,125.73,134.59,261.3,538.46,1083.9457142857145,1750.1222728317885
2009-12-02 10:09:00,1317.97,125.73,4939.22,378.12,566.624285714286,531.6397815832681
2009-12-02 10:15:00,266.6,1317.97,1210.8,397.20000000000005,431.7385714285716,455.25419161272174
2009-12-02 10:41:00,221.53,266.6,192.0,114.60000000000001,435.95714285714314,452.79258686931917
2009-12-02 10:42:00,299.70000000000005,221.53,189.29999999999998,740.3,451.7285714285717,444.61816155095687
2009-12-02 10:48:00,306.95,299.70000000000005,795.98,772.65,381.86714285714316,419.2054611092393
2009-12-02 10:51:00,401.7,306.95,134.59,61.099999999999994,420.0257142857145,404.8567920823837
2009-12-02 10:52:00,3125.64,401.7,125.73,261.3,848.584285714286,1074.8298845376594
2009-12-02 10:58:00,2052.12,3125.64,1317.97,4939.22,953.4628571428574,1160.656017642814
2009-12-02 11:07:00,966.0,2052.12,266.6,1210.8,1053.377142857143,1121.102945893229
2009-12-02 11:09:00,900.0,966.0,221.53,192.0,1150.301428571429,1065.1310991677435
2009-12-02 11:18:00,180.45,900.0,299.70000000000005,189.29999999999998,1133.2657142857145,1081.8258520337602
2009-12-02 11:20:00,168.0,180.45,306.95,795.98,1113.4157142857146,1100.6259678603676
2009-12-02 11:24:00,538.77,168.0,401.7,134.59,1132.997142857143,1086.988158425446
2009-12-02 11:26:00,754.2,538.77,3125.64,125.73,794.2200000000004,640.1473256212196
2009-12-02 11:31:00,223.1,754.2,2052.12,1317.97,532.9314285714288,347.5378186820618
2009-12-02 11:33:00,271.74,223.1,966.0,266.6,433.75142857142885,299.02928521180945
2009-12-02 11:34:00,124.78,271.74,900.0,221.53,323.00571428571453,234.0706450239003
2009-12-02 11:43:00,159.98000000000002,124.78,180.45,299.70000000000005,320.08142857142883,236.26601987509554
2009-12-02 11:45:00,228.36,159.98000000000002,168.0,306.95,328.704285714286,230.82943803142774
2009-12-02 11:47:00,162.04,228.36,538.77,401.7,274.8857142857145,217.20485191458798
2009-12-02 11:48:00,40.8,162.04,754.2,3125.64,172.97142857142882,76.82878354466112
2009-12-02 11:51:00,333.09000000000003,40.8,223.1,2052.12,188.68428571428598,97.30775746005438
2009-12-02 11:52:00,212.66,333.09000000000003,271.74,966.0,180.24428571428598,91.2786447929531
2009-12-02 11:53:00,293.19,212.66,124.78,900.0,204.30285714285742,96.2803972284919
2009-12-02 11:55:00,119.16,293.19,159.98000000000002,180.45,198.47142857142885,100.55366799684163
2009-12-02 11:59:00,211.52,119.16,228.36,168.0,196.06571428571456,99.91885638809507
2009-12-02 12:06:00,1140.38,211.52,162.04,538.77,335.8285714285717,368.2704609580922
2009-12-02 12:09:00,260.36,1140.38,40.8,754.2,367.1942857142861,347.73212524667804
2009-12-02 12:13:00,993.21,260.36,333.09000000000003,223.1,461.49714285714316,419.123521121331
2009-12-02 12:15:00,311.5,993.21,212.66,271.74,475.61714285714316,410.92796492468455
2009-12-02 12:19:00,196.88,311.5,293.19,124.78,461.85857142857174,419.5752611244125
2009-12-02 12:22:00,296.69,196.88,119.16,159.98000000000002,487.22000000000025,400.3324306539919
2009-12-02 12:26:00,382.57,296.69,211.52,228.36,511.65571428571457,385.65047512210407
2009-12-02 12:28:00,128.48000000000002,382.57,1140.38,162.04,367.0985714285717,287.98430555781846
2009-12-02 12:32:00,174.52,128.48000000000002,260.36,40.8,354.8357142857145,295.02838885193967
2009-12-02 12:38:00,251.17000000000002,174.52,993.21,333.09000000000003,248.83000000000024,88.33164099007732
2009-12-02 12:39:00,454.35,251.17000000000002,311.5,212.66,269.2371428571431,117.05458409281869
2009-12-02 12:43:00,180.13,454.35,196.88,293.19,266.844285714286,118.9363277636596
2009-12-02 12:44:00,109.84,180.13,296.69,119.16,240.15142857142882,131.43256768251527
2009-12-02 12:46:00,112.5,109.84,382.57,211.52,201.57000000000025,121.95577777757498
2009-12-02 12:47:00,493.25,112.5,128.48000000000002,1140.38,253.6800000000003,158.09605729850838
2009-12-02 12:54:00,634.29,493.25,174.52,260.36,319.36142857142886,207.51124310332105
2009-12-02 13:00:00,597.6899999999999,634.29,251.17000000000002,993.21,368.864285714286,228.77517667331097
2009-12-02 13:06:00,811.53,597.6899999999999,454.35,311.5,419.89000000000027,284.1502687546384
2009-12-02 13:10:00,110.05,811.53,180.13,196.88,409.8785714285717,295.03181141636054
2009-12-02 13:20:00,284.55,110.05,109.84,296.69,434.8371428571431,271.9026213380005
2009-12-02 13:22:00,340.2,284.55,112.5,382.57,467.36571428571455,238.47935353381146
2009-12-02 13:23:00,912.73,340.2,493.25,128.48000000000002,527.2914285714288,292.62493755822015
2009-12-02 13:26:00,371.27000000000004,912.73,634.29,174.52,489.71714285714313,293.4812111370608
2009-12-02 13:32:00,87.30000000000001,371.27000000000004,597.6899999999999,251.17000000000002,416.8042857142859,323.9996794163609
2009-12-02 13:33:00,176.88,87.30000000000001,811.53,454.35,326.14000000000027,281.090121372725
2009-12-02 13:34:00,174.1,176.88,110.05,180.13,335.29000000000025,273.832416512971
2009-12-02 13:39:00,85.95,174.1,284.55,109.84,306.91857142857174,289.78914066544826
2009-12-02 13:51:00,445.7,85.95,340.2,112.5,321.9900000000003,294.51346092609515
2009-12-02 13:53:00,472.47,445.7,912.73,493.25,259.09571428571456,166.5381420633264
2009-12-02 13:57:00,628.14,472.47,371.27000000000004,634.29,295.7914285714288,216.25382574100038
2009-12-02 13:58:00,1008.0,628.14,87.30000000000001,597.6899999999999,427.3200000000002,322.3011843498767
2009-12-02 14:06:00,313.27,1008.0,176.88,811.53,446.8042857142859,308.463414300472
2009-12-02 14:09:00,365.47999999999996,313.27,174.1,110.05,474.14428571428596,288.0716781669184
2009-12-02 14:15:00,714.0,365.47999999999996,85.95,284.55,563.8657142857145,240.9696272601686
2009-12-02 14:21:00,507.47,714.0,445.7,340.2,572.6900000000003,237.019841644815
2009-12-02 14:22:00,89.69999999999999,507.47,472.47,912.73,518.0085714285717,299.8264256993017
2009-12-02 14:34:00,157.91,89.69999999999999,628.14,371.27000000000004,450.8328571428574,322.8336327849729
2009-12-02 14:52:00,734.7,157.91,1008.0,87.30000000000001,411.7900000000003,253.24699524377357
2009-12-02 14:55:00,66.82,734.7,313.27,176.88,376.5828571428574,284.4367398159787
2009-12-02 14:56:00,206.85,66.82,365.47999999999996,174.1,353.92142857142886,291.69525784218524
2009-12-02 15:01:00,234.87,206.85,714.0,85.95,285.474285714286,245.70928831019933
2009-12-02 15:04:00,987.73,234.87,507.47,445.7,354.0828571428574,358.97292487104943
2009-12-02 15:10:00,675.0,987.73,89.69999999999999,472.47,437.69714285714315,355.27441054834793
2009-12-02 15:15:00,39.980000000000004,675.0,157.91,628.14,420.85000000000025,373.1020275116891
2009-12-02 15:16:00,162.1,39.980000000000004,734.7,1008.0,339.05000000000024,355.16235667649227
2009-12-02 15:17:00,735.7,162.1,66.82,313.27,434.604285714286,359.664078590803
2009-12-02 15:28:00,632.9,735.7,206.85,365.47999999999996,495.4685714285717,350.63453036024885
2009-12-02 15:29:00,10.2,632.9,234.87,714.0,463.3728571428574,386.8743271707356
2009-12-02 15:38:00,176.6,10.2,987.73,507.47,347.4971428571431,319.1991176739206
2009-12-02 15:41:00,525.71,176.6,675.0,89.69999999999999,326.17000000000024,297.9502844995004
2009-12-02 15:44:00,407.95,525.71,39.980000000000004,157.91,378.73714285714317,270.21175429122763
2009-12-02 15:51:00,140.16,407.95,162.1,734.7,375.60285714285743,273.2535416491604
2009-12-02 16:02:00,163.47,140.16,735.7,66.82,293.8557142857145,229.69444100493888
2009-12-02 16:18:00,380.28000000000003,163.47,632.9,206.85,257.7671428571431,182.55531213984463
2009-12-02 16:24:00,581.89,380.28000000000003,10.2,234.87,339.4371428571431,181.21573972425637
2009-12-02 16:49:00,597.4,581.89,176.6,987.73,399.55142857142886,187.86860438691082
2009-12-02 16:52:00,4734.24,597.4,525.71,675.0,1000.7700000000002,1656.0560732656368
2009-12-02 16:53:00,976.8,4734.24,407.95,39.980000000000004,1082.034285714286,1635.952430358303
2009-12-02 16:59:00,181.08,976.8,140.16,162.1,1087.8800000000003,1632.094481262242
2009-12-02 17:06:00,300.1,181.08,163.47,735.7,1107.3985714285716,1619.9686742077101
2009-12-02 17:18:00,520.2,300.1,380.28000000000003,632.9,1127.387142857143,1610.336143839895
2009-12-03 07:25:00,371.82,520.2,581.89,10.2,1097.377142857143,1624.0948941252816
2009-12-03 07:57:00,337.93,371.82,597.4,176.6,1060.3100000000002,1640.288102671804
2009-12-03 09:10:00,260.44,337.93,4734.24,525.71,421.19571428571453,266.46802158715474
2009-12-03 09:44:00,287.37,260.44,976.8,407.95,322.7057142857146,105.94218389561554
2009-12-03 09:52:00,119.10000000000001,287.37,181.08,140.16,313.8514285714288,121.23746209108269
2009-12-03 10:02:00,203.78,119.10000000000001,300.1,163.47,300.0914285714288,128.31756679278192
2009-12-03 10:03:00,478.7,203.78,520.2,380.28000000000003,294.1628571428574,116.9042275703087
2009-12-03 10:16:00,120.0,478.7,371.82,581.89,258.1885714285717,127.307118736359
2009-12-03 10:17:00,202.06,120.0,337.93,597.4,238.7785714285717,123.42143201629699
2009-12-03 10:20:00,749.53,202.06,260.44,4734.24,308.6485714285717,230.08048783187454
2009-12-03 10:23:00,144.0,749.53,287.37,976.8,288.1671428571431,238.51699357448416
2009-12-03 10:26:00,1146.1000000000001,144.0,119.10000000000001,181.08,434.88142857142884,386.8961218220639
2009-12-03 10:28:00,1062.6,1146.1000000000001,203.78,300.1,557.5700000000003,434.62378179294427
2009-12-03 10:37:00,390.6,1062.6,478.7,520.2,544.984285714286,438.546214358957
2009-12-03 10:49:00,82.6,390.6,120.0,371.82,539.6414285714288,444.77043788260767
2009-12-03 10:51:00,181.65,82.6,202.06,337.93,536.7257142857145,447.4113667851681
2009-12-03 11:09:00,430.9,181.65,749.53,260.44,491.20714285714314,438.26769257742893
2009-12-03 11:10:00,320.40000000000003,430.9,144.0,287.37,516.4071428571431,419.65232080514426
2009-12-03 11:19:00,321.65,320.40000000000003,1146.1000000000001,119.10000000000001,398.6285714285717,316.4814710968399
2009-12-03 11:25:00,154.2,321.65,1062.6,203.78,268.8571428571431,130.3623361653095
2009-12-03 11:34:00,143.06,154.2,390.6,478.7,233.49428571428598,125.31022063359028
2009-12-03 11:45:00,169.5,143.06,82.6,120.0,245.90857142857166,111.40264066717639
2009-12-03 11:46:00,114.55,169.5,181.65,202.06,236.3228571428574,120.3785687895088
2009-12-03 11:51:00,317.55,114.55,430.9,749.53,220.13000000000028,94.73482534598519
2009-12-03 11:53:00,912.5600000000001,317.55,320.40000000000003,144.0,304.72428571428594,280.8202279547761
2009-12-03 11:57:00,556.75,912.5600000000001,321.65,1146.1000000000001,338.3100000000003,296.786815183336
2009-12-03 12:02:00,344.40000000000003,556.75,154.2,1062.6,365.48142857142886,285.6183561694755
2009-12-03 12:10:00,502.28,344.40000000000003,143.06,390.6,416.7985714285716,270.88604168718865
2009-12-03 12:13:00,285.09,502.28,169.5,82.6,433.3114285714288,256.436258709554
2009-12-03 12:15:00,1008.0,285.09,114.55,181.65,560.9471428571431,291.31292039742607
2009-12-03 12:27:00,1485.59,1008.0,317.55,430.9,727.8100000000003,430.1160808433008
2009-12-03 12:28:00,740.46,1485.59,912.5600000000001,320.40000000000003,703.2242857142861,422.6494442938564
2009-12-03 12:31:00,4773.65,740.46,556.75,321.65,1305.6385714285716,1585.2647147130622
2009-12-03 12:34:00,308.6,4773.65,344.40000000000003,154.2,1300.524285714286,1588.936149575738
2009-12-03 12:36:00,48.0,308.6,502.28,143.06,1235.627142857143,1635.565661432504
2009-12-03 12:37:00,45.60000000000001,48.0,285.09,169.5,1201.4142857142863,1661.0689480357437
2009-12-03 12:38:00,189.15,45.60000000000001,1008.0,114.55,1084.4357142857145,1705.206844529007
2009-12-03 12:40:00,215.0,189.15,1485.59,317.55,902.9228571428574,1722.921335742623
2009-12-03 12:45:00,69.82,215.0,740.46,912.5600000000001,807.1171428571431,1751.863894130233
2009-12-03 12:50:00,180.39,69.82,4773.65,556.75,150.9371428571431,99.63372867898883
2009-12-03 13:02:00,492.15000000000003,180.39,308.6,344.40000000000003,177.15857142857172,156.16069367040228
2009-12-03 13:03:00,1146.71,492.15000000000003,48.0,502.28,334.11714285714316,386.69821513743545
2009-12-03 13:04:00,102.0,1146.71,45.60000000000001,285.09,342.174285714286,380.2181086717292
2009-12-03 13:05:00,13.5,102.0,189.15,1008.0,317.08142857142883,397.4077785444331
2009-12-03 13:09:00,831.0,13.5,215.0,1485.59,405.08142857142883,437.2416064919042
2009-12-03 13:17:00,119.54,831.0,69.82,740.46,412.184285714286,431.25048068986564
2009-12-03 13:22:00,277.5,119.54,180.39,4773.65,426.0571428571431,424.0530500112122
2009-12-03 13:25:00,421.64,277.5,492.15000000000003,308.6,415.98428571428593,423.0577075631332
2009-12-03 13:26:00,47.85,421.64,1146.71,48.0,259.00428571428597,289.51991398734594
2009-12-03 13:30:00,14475.0,47.85,102.0,45.60000000000001,2312.2900000000004,5370.613542153882
2009-12-03 13:32:00,314.22,14475.0,13.5,189.15,2355.2500000000005,5350.325040664974
2009-12-03 13:42:00,4000.0,314.22,831.0,215.0,2807.9642857142862,5333.902279650603
2009-12-03 13:46:00,165.3,4000.0,119.54,69.82,2814.5014285714287,5330.08491834301
2009-12-03 13:49:00,204.3,165.3,277.5,180.39,2804.0442857142857,5335.960413502137
2009-12-03 13:51:00,355.59000000000003,204.3,421.64,492.15000000000003,2794.608571428572,5340.931507182458
2009-12-03 13:58:00,1260.0,355.59000000000003,47.85,1146.71,2967.7728571428574,5256.008243197221
2009-12-03 14:00:00,372.2,1260.0,14475.0,102.0,953.0871428571432,1394.1394097759623
2009-12-03 14:02:00,952.61,372.2,314.22,13.5,1044.2857142857144,1365.9780933316235
2009-12-03 14:06:00,284.3,952.61,4000.0,831.0,513.4714285714289,421.18119902754205
2009-12-03 14:07:00,397.65,284.3,165.3,119.54,546.6642857142859,397.6683110691167
2009-12-03 14:11:00,294.85,397.65,204.3,277.5,559.6000000000003,385.9763194808619
2009-12-03 14:28:00,187.15,294.85,355.59000000000003,421.64,535.5371428571431,405.56793305659886
2009-12-03 14:36:00,258.1,187.15,1260.0,47.85,392.4085714285717,256.78671794755627
2009-12-03 14:42:00,381.0,258.1,372.2,14475.0,393.6657142857146,256.6928181605987
2009-12-03 15:09:00,699.86,381.0,952.61,314.22,357.55857142857167,167.11142145569949
2009-12-03 15:15:00,160.35,699.86,284.3,4000.0,339.8514285714288,182.06544843620856
2009-12-03 15:20:00,311.7,160.35,397.65,165.3,327.57285714285746,180.40854097612686
2009-12-03 15:32:00,723.09,311.7,294.85,204.3,388.7500000000003,232.53959347458536
2009-12-03 15:34:00,337.9,723.09,187.15,355.59000000000003,410.28571428571456,217.2343698909012
2009-12-03 15:35:00,2506.14,337.9,258.1,1260.0,731.4342857142859,809.3860316696213
2009-12-03 15:43:00,170.06,2506.14,381.0,372.2,701.3000000000003,828.31303094502
2009-12-03 15:48:00,799.2,170.06,699.86,952.61,715.4914285714287,829.1348325499367
2009-12-03 15:49:00,898.1800000000001,799.2,160.35,284.3,820.8957142857146,792.9071075869464
2009-12-03 15:50:00,17.0,898.1800000000001,311.7,397.65,778.7957142857146,831.3414121738617
2009-12-03 15:52:00,466.20000000000005,17.0,723.09,294.85,742.0971428571431,839.8369603225391
2009-12-03 15:53:00,41.18,466.20000000000005,337.9,187.15,699.7085714285716,870.5638683716884
2009-12-03 15:54:00,1146.87,41.18,2506.14,258.1,505.52714285714313,450.9439248477965
2009-12-03 15:56:00,2646.46,1146.87,170.06,381.0,859.2985714285717,895.8309242713968
2009-12-03 16:02:00,186.36,2646.46,799.2,699.86,771.7500000000002,931.90302476527
2009-12-03 16:09:00,273.52,186.36,898.1800000000001,160.35,682.5128571428575,947.5552050534059
2009-12-03 16:12:00,1225.98,273.52,17.0,311.7,855.2242857142859,915.6791385970838
2009-12-03 16:21:00,869.9300000000001,1225.98,466.20000000000005,723.09,912.9000000000003,899.6666656971678
2009-12-03 16:24:00,338.5,869.9300000000001,41.18,337.9,955.374285714286,857.69184473712
2009-12-03 16:40:00,314.37,338.5,1146.87,2506.14,836.4457142857145,884.0267391479535
2009-12-03 16:47:00,110.69999999999999,314.37,2646.46,170.06,474.19428571428597,412.5110297457471
2009-12-03 16:49:00,239.68,110.69999999999999,186.36,799.2,481.81142857142885,406.76248722599485
2009-12-03 16:51:00,415.0,239.68,273.52,898.1800000000001,502.0228571428574,398.1108013570277
2009-12-03 16:52:00,30.15,415.0,1225.98,17.0,331.1900000000002,272.40174191805687
2009-12-03 16:54:00,319.96000000000004,30.15,869.9300000000001,466.20000000000005,252.6228571428574,136.5601257949566
2009-12-03 17:04:00,313.19,319.96000000000004,338.5,41.18,249.00714285714312,134.22244542972075
2009-12-03 17:12:00,39.2,313.19,314.37,1146.87,209.6971428571431,151.12014565835017
2009-12-03 17:29:00,257.62,39.2,110.69999999999999,2646.46,230.68571428571457,145.1644559177495
2009-12-03 17:32:00,342.6,257.62,239.68,186.36,245.38857142857168,151.30929013429375
2009-12-03 17:33:00,122.39999999999999,342.6,415.0,273.52,203.5885714285717,136.31732568145483
2009-12-03 17:46:00,317.04,122.39999999999999,30.15,1225.98,244.5728571428574,117.27942881767896
2009-12-03 17:48:00,108.75,317.04,319.96000000000004,869.9300000000001,214.4000000000003,121.73646714655716
2009-12-03 17:57:00,112.03,108.75,313.19,338.5,185.6628571428574,118.2215390293478
2009-12-03 18:08:00,304.92,112.03,39.2,314.37,223.6228571428574,105.31077828883895
2009-12-03 18:11:00,297.05,304.92,257.62,110.69999999999999,229.25571428571456,108.44030321746725
2009-12-03 18:13:00,569.1800000000001,297.05,342.6,239.68,261.624285714286,166.2945770670117
2009-12-03 18:23:00,236.70000000000002,569.1800000000001,122.39999999999999,415.0,277.9528571428574,155.6142563856787
2009-12-03 18:30:00,197.3,236.70000000000002,317.04,30.15,260.8471428571431,157.17486076702718
2009-12-03 18:41:00,151.65,197.3,108.75,319.96000000000004,266.97571428571456,150.96974342086884
